ID_Cliente,Edad,Ingresos,Visitas_Web,Tiempo_Web,Tours_Vistos,Promociones_Usadas,Reservo_Tour,Monto_Pagado
CL02303,24,4939,18,17.05,8,4,0,0.0
CL02304,49,2126,15,18.38,7,4,0,0.0
CL02305,28,7021,6,20.72,1,1,0,0.0
CL02306,27,7437,6,22.71,2,0,0,0.0
CL02307,26,8039,15,4.09,7,2,0,0.0
CL02308,31,6373,5,28.96,3,1,1,2661.14
CL02309,30,2203,17,25.31,2,2,0,0.0
CL02310,42,5135,0,16.87,9,2,0,0.0
CL02311,19,9711,0,26.71,8,0,0,0.0
CL02312,52,8904,13,11.47,8,0,1,1686.12
CL02313,24,3283,5,1.03,3,3,1,1286.11
CL02314,38,5558,5,21.81,9,1,0,0.0
CL02315,35,6347,3,28.3,8,1,0,0.0
CL02316,20,8867,11,4.86,2,2,0,0.0
CL02317,59,6944,17,19.32,7,3,1,1400.95
CL02318,56,9674,9,24.4,8,3,0,0.0
CL02319,58,3477,2,27.15,7,2,1,1241.31
CL02320,28,4093,2,8.3,9,0,0,0.0
CL02321,56,9534,7,3.86,7,3,1,2881.11
CL02322,41,8207,0,7.44,7,1,0,0.0
CL02323,63,7227,17,17.33,1,0,0,0.0
CL02324,36,4535,14,27.56,2,4,0,0.0
CL02325,21,8004,19,17.48,5,3,1,2857.04
CL02326,43,3913,16,27.59,1,2,1,1150.64
CL02327,55,3340,10,23.1,7,1,1,3096.82
CL02328,59,6289,12,17.95,5,3,1,2471.04
CL02329,49,1597,19,0.65,5,2,0,0.0
CL02330,56,9836,9,9.99,8,1,0,0.0
CL02331,62,8145,12,1.72,9,3,1,2468.99
CL02332,63,3902,16,9.67,1,1,0,0.0
CL02333,53,7645,0,1.87,4,4,0,0.0
CL02334,57,9955,19,5.03,2,1,0,0.0
CL02335,54,8694,15,12.32,9,2,0,0.0
CL02336,50,5830,15,15.45,9,3,0,0.0
CL02337,53,8546,2,6.51,1,2,1,1269.09
CL02338,20,8368,1,21.98,3,4,1,3841.69
CL02339,26,3160,5,17.71,8,0,0,0.0
CL02340,25,6878,10,20.75,2,1,0,0.0
CL02341,50,8663,2,21.98,2,2,1,3743.01
CL02342,23,4749,0,21.81,2,3,0,0.0
CL02343,58,3922,10,28.09,5,3,0,0.0
CL02344,56,7486,12,7.12,9,0,1,1448.67
CL02345,21,9112,4,8.1,7,3,1,2638.06
CL02346,30,9771,17,2.83,7,4,1,2865.24
CL02347,19,4804,14,17.78,2,0,0,0.0
CL02348,22,5878,17,11.86,2,4,0,0.0
CL02349,61,3368,14,14.89,5,1,0,0.0
CL02350,44,9093,19,5.09,7,4,1,4069.24
CL02351,49,4932,19,19.47,7,1,1,2160.83
CL02352,38,6608,19,18.57,9,4,0,0.0
CL02353,25,7635,6,7.94,3,0,1,2181.39
CL02354,55,7395,16,13.96,1,1,0,0.0
CL02355,25,7101,7,26.83,9,4,0,0.0
CL02356,20,6531,12,23.2,1,4,0,0.0
CL02357,61,5970,15,6.81,8,3,0,0.0
CL02358,20,7344,9,26.37,5,4,0,0.0
CL02359,39,9408,13,2.02,8,3,1,1551.8
CL02360,23,1375,5,12.42,7,4,1,1893.3
CL02361,19,8887,19,2.4,9,2,0,0.0
CL02362,40,2609,6,27.73,2,3,0,0.0
CL02363,61,3939,5,1.22,9,0,1,2825.65
CL02364,19,5062,16,4.54,5,0,0,0.0
CL02365,55,2613,7,27.45,5,1,0,0.0
CL02366,34,7578,11,17.46,1,0,0,0.0
CL02367,52,8851,3,23.86,6,1,0,0.0
CL02368,51,4679,9,0.49,3,0,1,2183.82
CL02369,40,8540,5,12.57,3,3,0,0.0
CL02370,47,8074,6,29.53,3,2,0,0.0
CL02371,25,4996,7,17.39,4,1,0,0.0
CL02372,39,5786,2,25.49,9,2,1,2224.26
CL02373,61,6695,7,28.91,8,4,1,2647.37
CL02374,53,7998,14,20.55,6,4,0,0.0
CL02375,22,3366,0,9.83,8,2,1,2559.94
CL02376,30,7764,12,9.26,8,3,1,3653.67
CL02377,46,9976,17,2.14,1,2,1,2799.4
CL02378,48,2614,14,12.83,9,2,0,0.0
CL02379,64,5555,6,27.46,1,2,0,0.0
CL02380,33,3416,14,14.34,2,1,1,1003.19
CL02381,59,8288,2,27.33,9,1,0,0.0
CL02382,47,7862,13,24.51,7,2,1,2371.05
CL02383,33,4653,19,29.53,1,3,0,0.0
CL02384,29,7639,3,28.43,3,4,1,2443.24
CL02385,34,1496,3,21.19,1,4,1,1506.24
CL02386,33,1504,2,26.14,5,4,0,0.0
CL02387,29,8699,4,22.44,4,0,0,0.0
CL02388,25,6733,10,21.1,8,3,1,2182.17
CL02389,37,9055,7,21.47,9,1,0,0.0
CL02390,20,4216,1,21.63,4,4,1,3586.44
CL02391,33,6688,15,11.38,3,1,1,2432.79
CL02392,47,5364,9,12.71,4,1,1,2784.08
CL02393,62,7042,17,8.82,3,1,0,0.0
CL02394,40,2477,6,4.45,6,1,0,0.0
CL02395,45,5960,4,13.75,1,2,1,3454.07
CL02396,57,3397,6,27.0,2,1,1,2642.54
CL02397,22,9301,5,19.54,8,0,0,0.0
CL02398,37,9841,0,1.69,3,1,0,0.0
CL02399,57,7194,10,24.34,4,4,0,0.0
CL02400,61,8570,12,28.06,1,1,0,0.0
CL02401,18,8730,11,24.88,3,4,0,0.0
CL02402,47,2499,0,21.83,1,1,1,2936.88
CL02403,38,8235,14,4.5,5,3,1,3628.54
CL02404,37,1595,0,10.47,1,2,0,0.0
CL02405,23,1978,2,16.96,9,4,0,0.0
CL02406,39,1730,14,2.31,7,0,0,0.0
CL02407,35,1056,8,3.19,8,1,0,0.0
CL02408,25,3243,13,28.03,9,4,0,0.0
CL02409,56,6879,7,21.08,8,2,1,2613.45
CL02410,49,2701,3,8.25,3,1,1,1910.8
CL02411,50,8229,19,9.82,7,2,0,0.0
CL02412,33,2286,19,11.53,7,0,0,0.0
CL02413,29,9303,5,2.25,7,4,0,0.0
CL02414,55,1947,0,22.18,8,0,1,2391.14
CL02415,51,5121,17,5.31,4,2,1,3432.09
CL02416,31,7553,5,24.15,6,3,0,0.0
CL02417,53,1757,13,25.38,2,3,0,0.0
CL02418,50,6651,10,19.15,7,4,0,0.0
CL02419,40,8273,16,23.1,9,1,0,0.0
CL02420,62,4535,8,5.16,5,0,0,0.0
CL02421,19,3293,6,17.28,4,3,0,0.0
CL02422,58,2104,13,20.3,2,3,0,0.0
CL02423,38,9853,16,19.85,7,1,0,0.0
CL02424,19,1908,7,3.52,2,0,1,2308.18
CL02425,44,7539,15,10.33,2,2,1,1478.84
CL02426,26,5617,11,9.75,9,3,1,1258.97
CL02427,18,8069,11,17.18,2,4,0,0.0
CL02428,28,3311,4,22.96,3,4,0,0.0
CL02429,20,1789,4,17.12,3,2,0,0.0
CL02430,40,1171,13,22.64,2,1,0,0.0
CL02431,43,8989,5,2.97,3,1,1,2244.73
CL02432,21,2885,6,26.34,9,3,1,1725.81
CL02433,35,9667,16,16.1,3,3,1,3050.95
CL02434,23,2049,8,1.12,5,3,0,0.0
CL02435,52,5129,12,19.3,7,2,0,0.0
CL02436,39,2161,8,15.52,1,2,1,1731.64
CL02437,60,1815,15,6.61,1,3,0,0.0
CL02438,32,4766,3,22.93,2,1,1,2883.44
CL02439,39,9945,1,28.01,1,0,0,0.0
CL02440,54,5661,12,9.68,1,3,0,0.0
CL02441,59,9653,12,14.82,4,1,1,3784.95
CL02442,29,4239,18,3.85,3,1,1,1598.77
CL02443,64,9272,11,27.89,1,4,1,3831.12
CL02444,59,3804,3,9.56,3,0,0,0.0
CL02445,55,9031,9,5.84,1,3,0,0.0
CL02446,35,1869,15,14.35,3,0,1,2211.62
CL02447,62,6526,18,1.3,4,3,1,1200.23
CL02448,52,8741,7,7.59,8,0,1,2292.96
CL02449,47,5694,5,2.03,3,0,1,1289.51
CL02450,41,9998,3,3.82,3,1,0,0.0
CL02451,59,2934,6,3.36,9,0,1,2733.19
CL02452,47,6172,13,26.17,9,0,0,0.0
CL02453,31,1703,12,27.91,6,3,0,0.0
CL02454,23,3523,4,14.24,4,1,1,2621.25
CL02455,20,3639,8,18.91,5,0,0,0.0
CL02456,33,7159,2,20.88,9,1,0,0.0
CL02457,24,4909,9,11.74,1,1,0,0.0
CL02458,31,2164,14,11.11,7,2,1,764.88
CL02459,26,1619,19,20.27,7,3,1,1484.67
CL02460,32,8982,16,11.3,1,2,1,3970.75
CL02461,38,4066,5,17.43,1,1,0,0.0
CL02462,52,5872,2,15.46,9,0,1,3131.49
CL02463,19,9638,17,15.73,7,3,1,3707.24
CL02464,44,3337,4,24.88,4,4,0,0.0
CL02465,19,9400,12,21.12,9,3,1,2916.96
CL02466,52,6594,0,28.82,5,2,0,0.0
CL02467,35,3460,16,23.73,3,3,1,2354.36
CL02468,31,7820,2,4.37,2,0,0,0.0
CL02469,37,6546,18,22.15,9,3,1,2246.03
CL02470,35,4442,19,19.97,4,4,0,0.0
CL02471,27,3711,11,19.38,7,2,0,0.0
CL02472,42,2291,7,14.42,1,2,0,0.0
CL02473,19,6374,7,1.87,9,1,0,0.0
CL02474,42,3655,14,28.54,9,2,0,0.0
CL02475,50,7513,10,25.56,6,4,0,0.0
CL02476,53,8394,19,14.6,6,4,0,0.0
CL02477,48,1704,0,4.76,6,2,1,1890.83
CL02478,31,1825,15,24.73,5,3,1,747.66
CL02479,18,1376,13,12.92,1,4,0,0.0
CL02480,63,1972,6,11.7,4,2,0,0.0
CL02481,33,5213,5,19.96,1,2,0,0.0
CL02482,63,1443,3,22.76,5,3,1,1997.89
CL02483,20,8519,7,1.89,4,2,0,0.0
CL02484,52,1754,18,23.03,8,0,0,0.0
CL02485,58,5735,2,22.02,1,1,1,1080.76
CL02486,23,6396,3,17.68,8,4,0,0.0
CL02487,42,4465,12,10.15,8,3,0,0.0
CL02488,30,3711,1,4.94,1,3,0,0.0
CL02489,51,3407,10,3.08,9,1,0,0.0
CL02490,25,9814,15,0.04,9,0,0,0.0
CL02491,38,6588,9,6.19,6,1,0,0.0
CL02492,51,7104,14,12.34,1,2,1,3293.49
CL02493,21,6747,9,7.31,7,3,0,0.0
CL02494,42,2723,1,9.27,7,2,0,0.0
CL02495,32,8224,5,11.71,9,3,1,1929.19
CL02496,21,2919,13,9.25,1,3,0,0.0
CL02497,62,1918,1,21.74,8,2,1,1680.0
CL02498,29,5215,9,14.75,8,1,1,1819.28
CL02499,49,1581,16,0.58,7,4,0,0.0
CL02500,49,4881,7,6.8,6,4,1,2617.73
CL02501,45,4909,15,21.29,1,1,1,1869.03
CL02502,30,2999,13,9.03,8,0,0,0.0
CL02503,48,1400,9,27.6,5,1,0,0.0
CL02504,31,4648,12,21.38,4,1,1,1994.23
CL02505,37,6445,0,8.7,5,1,0,0.0
CL02506,35,3628,9,15.49,5,4,0,0.0
CL02507,46,2656,11,20.02,3,3,0,0.0
CL02508,23,1620,16,5.8,4,0,1,1098.4
CL02509,49,1246,13,7.39,4,0,1,2995.05
CL02510,46,6212,4,15.21,8,0,0,0.0
CL02511,60,4339,18,27.75,5,2,1,2984.29
CL02512,19,7758,4,10.32,6,1,1,1137.72
CL02513,40,8086,14,12.06,2,3,1,3786.29
CL02514,36,4010,12,5.72,9,3,0,0.0
CL02515,48,5719,16,17.8,8,2,0,0.0
CL02516,22,3368,0,22.2,8,4,0,0.0
CL02517,36,2839,13,13.22,5,2,0,0.0
CL02518,51,3903,3,22.51,5,2,1,3026.96
CL02519,27,7205,8,9.08,3,1,1,2139.34
CL02520,42,5395,16,21.21,2,4,0,0.0
CL02521,19,6767,2,7.75,9,2,1,1660.06
CL02522,28,4691,12,23.42,6,3,1,867.55
CL02523,48,8470,11,24.92,8,1,0,0.0
CL02524,32,4841,15,23.93,4,4,0,0.0
CL02525,26,5348,3,6.46,5,3,1,1208.41
CL02526,40,7621,17,20.83,5,0,0,0.0
CL02527,36,2392,2,16.16,4,1,0,0.0
CL02528,26,7060,16,29.58,2,3,1,3311.67
CL02529,52,5255,0,10.85,6,2,0,0.0
CL02530,38,5300,18,23.14,4,2,0,0.0
CL02531,26,4338,3,11.1,4,1,0,0.0
CL02532,45,6487,16,11.91,3,4,1,3031.33
CL02533,63,4514,6,3.33,8,2,1,754.58
CL02534,24,1759,1,7.19,6,3,1,2108.03
CL02535,33,9621,11,4.93,9,0,0,0.0
CL02536,33,7793,4,4.78,5,4,0,0.0
CL02537,50,3459,15,0.27,6,1,0,0.0
CL02538,21,6273,7,23.81,9,2,0,0.0
CL02539,21,2718,7,14.04,4,4,1,1471.61
CL02540,56,6423,12,24.13,7,0,1,1454.59
CL02541,57,2308,13,18.38,6,4,0,0.0
CL02542,34,2050,10,24.94,6,4,1,1468.46
CL02543,54,6479,5,15.11,6,1,0,0.0
CL02544,56,3249,15,2.82,4,0,0,0.0
CL02545,46,3809,14,18.5,6,0,1,2611.59
CL02546,53,3921,15,20.33,7,4,0,0.0
CL02547,55,5676,12,18.8,2,2,0,0.0
CL02548,56,5041,11,24.04,9,4,0,0.0
CL02549,54,3417,17,21.94,7,3,1,793.44
CL02550,52,1532,17,12.98,3,2,1,3172.22
CL02551,24,9167,13,24.57,7,1,0,0.0
CL02552,44,2469,1,20.75,5,0,1,932.38
CL02553,45,8292,1,3.61,9,2,0,0.0
CL02554,39,9961,2,16.2,6,1,1,3852.98
CL02555,31,8142,7,21.86,7,4,1,1632.54
CL02556,24,7000,10,16.6,4,1,1,2009.36
CL02557,54,8081,11,28.47,2,3,1,3927.12
CL02558,39,5649,3,3.04,4,1,1,2460.84
CL02559,22,7931,8,21.67,9,2,1,2775.39
CL02560,19,4424,16,24.73,3,0,0,0.0
CL02561,44,2091,15,21.08,7,2,1,1876.78
CL02562,38,8849,16,11.57,4,2,0,0.0
CL02563,55,5654,14,11.56,3,0,1,755.24
CL02564,32,1260,19,17.6,5,3,0,0.0
CL02565,38,6936,6,11.91,2,2,0,0.0
CL02566,27,5370,9,26.5,4,0,1,2024.59
CL02567,40,5301,3,3.3,7,0,0,0.0
CL02568,56,8207,13,19.17,2,2,1,2956.02
CL02569,22,6819,13,4.02,6,0,0,0.0
CL02570,18,1092,13,16.2,5,4,1,2613.33
CL02571,30,6161,13,21.47,3,2,0,0.0
CL02572,38,8632,19,4.97,5,3,1,1854.86
CL02573,43,7208,17,21.12,7,4,0,0.0
CL02574,62,9556,14,4.2,3,3,0,0.0
CL02575,38,5916,18,18.62,8,2,0,0.0
CL02576,35,4718,12,15.17,7,1,0,0.0
CL02577,54,7125,11,8.94,4,0,1,2726.35
CL02578,62,2924,18,3.35,5,4,0,0.0
CL02579,49,4095,18,22.08,4,2,0,0.0
CL02580,53,7683,19,11.45,2,0,1,2296.98
CL02581,34,6181,1,2.6,9,1,0,0.0
CL02582,52,3538,2,23.18,1,3,0,0.0
CL02583,28,3276,9,6.99,8,2,1,802.92
CL02584,38,9194,4,22.09,4,2,0,0.0
CL02585,43,1910,11,16.95,9,1,0,0.0
CL02586,21,1306,6,5.84,3,3,0,0.0
CL02587,51,7575,8,2.29,7,2,1,3007.44
CL02588,35,5231,1,17.8,3,0,0,0.0
CL02589,57,7028,9,0.76,7,1,0,0.0
CL02590,52,7658,5,1.96,2,2,0,0.0
CL02591,58,7336,11,21.07,3,3,0,0.0
CL02592,46,1872,5,16.17,8,4,0,0.0
CL02593,46,2141,2,9.79,7,2,1,2256.3
CL02594,55,1665,9,16.18,3,3,0,0.0
CL02595,59,9400,8,17.75,8,1,0,0.0
CL02596,38,1951,19,16.96,9,3,0,0.0
CL02597,59,5722,4,19.28,2,3,0,0.0
CL02598,30,5008,2,28.21,2,1,1,1831.46
CL02599,58,7655,4,11.66,7,4,0,0.0
CL02600,34,7190,7,9.03,8,0,1,3267.21
CL02601,26,1771,7,1.15,5,4,0,0.0
CL02602,58,5030,13,4.41,2,0,1,2716.66
CL02603,18,8859,16,3.19,5,0,1,1127.28
CL02604,19,1521,10,10.06,3,0,0,0.0
CL02605,46,4355,15,18.3,9,2,1,2481.13
CL02606,50,2400,5,1.39,2,4,0,0.0
CL02607,27,4723,10,21.83,9,3,1,799.78
CL02608,57,7579,9,11.92,2,2,1,1800.35
CL02609,38,4247,8,28.91,1,1,0,0.0
CL02610,45,2858,14,17.05,6,1,0,0.0
CL02611,28,5781,6,23.14,6,0,0,0.0
CL02612,51,5064,17,25.84,4,2,0,0.0
CL02613,25,3398,0,26.67,2,2,0,0.0
CL02614,39,1142,14,15.55,3,1,1,1902.43
CL02615,25,6062,1,11.9,6,3,0,0.0
CL02616,32,4469,1,16.82,4,4,1,3233.91
CL02617,34,4695,9,12.06,5,4,1,1206.18
CL02618,40,1717,19,7.22,9,0,0,0.0
CL02619,41,1642,14,9.72,5,0,0,0.0
CL02620,62,3548,9,6.98,8,0,1,2762.61
CL02621,36,9561,18,8.08,2,1,0,0.0
CL02622,22,4650,12,2.81,6,1,0,0.0
CL02623,49,8549,10,12.79,6,4,1,2455.2
CL02624,61,9978,1,7.06,5,0,0,0.0
CL02625,18,1949,12,13.45,6,2,0,0.0
CL02626,40,6444,0,23.77,5,3,1,2911.74
CL02627,54,1521,4,13.45,2,1,1,2192.86
CL02628,25,7632,6,28.64,5,0,0,0.0
CL02629,30,7048,12,4.44,1,0,0,0.0
CL02630,25,1354,12,25.51,3,1,0,0.0
CL02631,40,2482,19,7.45,7,4,0,0.0
CL02632,60,7994,5,28.02,4,4,1,3371.26
CL02633,18,3215,19,6.81,8,4,0,0.0
CL02634,62,5716,11,22.41,3,4,0,0.0
CL02635,41,9619,7,1.86,7,2,1,3923.38
CL02636,52,6821,8,18.89,2,0,0,0.0
CL02637,41,3537,17,6.56,8,4,1,2205.35
CL02638,34,7339,10,20.11,3,4,0,0.0
CL02639,22,9736,19,19.07,6,3,0,0.0
CL02640,37,5919,10,27.71,2,3,0,0.0
CL02641,38,8075,14,18.8,7,0,0,0.0
CL02642,57,4765,8,12.25,4,1,0,0.0
CL02643,48,9850,2,5.81,6,4,1,3448.79
CL02644,63,8082,16,19.72,2,2,0,0.0
CL02645,53,3827,16,3.49,3,3,0,0.0
CL02646,28,3058,2,24.86,3,4,1,1545.9
CL02647,32,8749,18,7.42,4,1,0,0.0
CL02648,36,1730,8,15.72,1,2,0,0.0
CL02649,24,2832,16,17.88,6,3,1,3139.76
CL02650,45,9600,17,10.87,6,1,1,2854.64
CL02651,60,7505,14,19.92,4,1,0,0.0
CL02652,22,8170,0,7.51,8,2,0,0.0
CL02653,22,5179,9,1.04,5,2,0,0.0
CL02654,47,7299,7,28.78,4,3,1,1789.84
CL02655,49,8830,9,9.6,7,2,0,0.0
CL02656,25,5802,1,21.4,8,4,0,0.0
CL02657,27,7057,18,15.23,2,2,1,2137.78
CL02658,55,7615,13,20.07,1,1,0,0.0
CL02659,64,7762,7,3.33,6,2,0,0.0
CL02660,49,6543,18,15.57,2,3,0,0.0
CL02661,45,9325,0,11.77,8,4,1,2737.59
CL02662,34,5883,15,13.56,5,2,0,0.0
CL02663,48,8050,14,28.99,2,4,0,0.0
CL02664,25,5959,19,4.09,5,2,1,2575.49
CL02665,57,1666,4,22.64,2,4,0,0.0
CL02666,42,1276,2,9.91,6,2,0,0.0
CL02667,26,1881,16,8.71,8,2,0,0.0
CL02668,19,3060,9,8.12,2,0,1,1245.41
CL02669,32,3082,4,10.46,6,1,1,886.62
CL02670,20,7702,10,10.71,6,3,1,3050.01
CL02671,53,1158,5,8.12,1,3,0,0.0
CL02672,21,6229,3,20.02,9,0,0,0.0
CL02673,31,8956,6,1.43,8,2,1,3748.86
CL02674,58,8514,18,9.97,4,1,1,2122.67
CL02675,58,8803,6,8.41,7,4,0,0.0
CL02676,42,3526,13,22.54,4,0,0,0.0
CL02677,27,9302,16,4.39,8,3,1,3763.89
CL02678,38,8803,16,28.22,2,3,1,1214.61
CL02679,53,7574,12,5.12,2,3,1,1759.68
CL02680,29,9733,0,11.1,3,2,1,2756.05
CL02681,44,2138,1,5.99,4,4,0,0.0
CL02682,57,8257,17,8.6,6,4,0,0.0
CL02683,19,4283,3,22.83,5,4,1,2724.71
CL02684,30,8762,12,14.29,7,2,1,1150.22
CL02685,49,8896,0,4.88,6,3,0,0.0
CL02686,48,3419,3,1.4,4,3,0,0.0
CL02687,33,2756,1,6.9,9,2,0,0.0
CL02688,49,3306,3,28.37,7,1,0,0.0
CL02689,49,8630,15,25.36,1,2,1,3204.06
CL02690,51,7263,3,13.21,8,2,1,3537.54
CL02691,28,6008,8,14.46,4,3,0,0.0
CL02692,27,6247,16,26.98,7,4,0,0.0
CL02693,32,9914,19,17.74,2,3,1,4137.53
CL02694,34,3570,1,26.42,3,1,1,1955.22
CL02695,57,6807,2,14.76,1,0,0,0.0
CL02696,35,8812,14,6.0,2,0,0,0.0
CL02697,26,1324,6,21.78,5,2,0,0.0
CL02698,42,8487,3,15.79,2,0,0,0.0
CL02699,57,6645,11,20.05,6,4,0,0.0
CL02700,31,2945,0,4.72,6,3,1,2361.26
CL02701,42,5486,16,19.43,6,1,0,0.0
CL02702,39,3430,3,11.47,3,1,1,1221.42
CL02703,47,4510,3,9.96,3,1,1,1633.34
CL02704,37,1845,8,20.14,7,3,1,2674.1
CL02705,38,1567,9,17.77,4,4,0,0.0
CL02706,61,3179,18,19.47,6,1,0,0.0
CL02707,49,3019,18,28.96,8,0,0,0.0
CL02708,63,4319,14,21.04,3,4,1,2371.8
CL02709,38,3320,16,19.23,9,4,0,0.0
CL02710,52,2646,6,18.41,9,4,0,0.0
CL02711,49,4909,2,11.96,3,1,1,1348.22
CL02712,47,9015,4,25.18,6,4,0,0.0
CL02713,56,4420,15,11.43,5,1,0,0.0
CL02714,29,1356,6,21.01,4,0,0,0.0
CL02715,58,8485,15,8.79,8,0,0,0.0
CL02716,64,4081,8,4.43,9,0,1,522.29
CL02717,35,3280,0,3.89,9,0,0,0.0
CL02718,38,5131,2,19.04,5,4,1,2259.55
CL02719,30,6123,7,9.84,5,4,0,0.0
CL02720,38,8422,17,8.25,3,1,1,1003.57
CL02721,25,3787,17,17.76,9,0,0,0.0
CL02722,63,5209,18,0.77,1,2,0,0.0
CL02723,57,7540,6,7.39,3,0,0,0.0
CL02724,63,1465,19,10.22,7,3,1,1364.2
CL02725,24,2487,5,21.25,7,2,0,0.0
CL02726,40,5942,10,16.35,5,3,0,0.0
CL02727,61,5597,4,25.68,6,2,0,0.0
CL02728,49,5536,11,10.04,4,1,0,0.0
CL02729,28,1325,0,8.89,8,4,0,0.0
CL02730,39,5162,18,1.0,4,1,0,0.0
CL02731,39,1303,10,28.55,6,2,1,2281.99
CL02732,60,6067,14,15.04,5,0,1,1434.88
CL02733,42,6024,15,15.08,6,1,0,0.0
CL02734,39,8715,2,27.7,3,2,0,0.0
CL02735,45,9340,10,8.7,3,0,1,2580.27
CL02736,46,3631,10,9.96,7,4,1,2078.76
CL02737,30,7391,9,19.69,1,2,1,3380.83
CL02738,35,9287,1,23.56,1,3,1,2786.04
CL02739,19,3369,19,20.98,1,3,0,0.0
CL02740,46,1528,4,23.66,6,3,1,2217.64
CL02741,38,5675,7,17.25,4,0,0,0.0
CL02742,32,2663,12,25.88,6,0,0,0.0
CL02743,44,4364,14,16.5,1,1,0,0.0
CL02744,48,3341,1,6.88,4,0,0,0.0
CL02745,32,7656,11,16.25,4,2,1,3067.61
CL02746,40,5905,7,21.39,2,3,1,2739.36
CL02747,41,9884,18,19.61,1,4,0,0.0
CL02748,61,6950,0,7.29,8,3,1,3116.47
CL02749,30,2360,7,1.23,6,2,1,1250.15
CL02750,39,6127,9,7.57,4,4,1,2207.34
CL02751,60,6562,12,29.52,2,1,0,0.0
CL02752,54,9730,4,5.53,5,0,0,0.0
CL02753,50,6777,8,13.93,9,2,0,0.0
CL02754,20,4925,9,19.15,7,0,1,895.42
CL02755,36,9463,13,26.38,4,1,0,0.0
CL02756,40,9001,10,22.81,5,4,1,2290.22
CL02757,46,2028,13,27.27,8,2,1,1946.61
CL02758,47,7018,2,18.13,5,4,0,0.0
CL02759,56,2242,15,25.96,6,2,0,0.0
CL02760,61,9784,19,7.92,6,1,1,2983.04
CL02761,64,8119,16,12.92,8,1,0,0.0
CL02762,42,5210,4,25.31,5,1,0,0.0
CL02763,54,7406,6,9.77,1,0,1,3205.93
CL02764,64,4377,16,26.14,4,3,0,0.0
CL02765,25,5071,19,10.89,3,4,0,0.0
CL02766,59,2440,10,10.9,2,2,1,2796.08
CL02767,33,4626,11,9.27,7,4,0,0.0
CL02768,25,1184,1,16.41,7,3,1,586.79
CL02769,18,5996,18,3.87,8,0,0,0.0
CL02770,61,9412,4,1.1,5,0,0,0.0
CL02771,22,9031,10,26.92,1,3,0,0.0
CL02772,20,6563,18,27.87,6,2,1,3235.23
CL02773,18,4188,6,2.29,6,3,0,0.0
CL02774,21,3945,5,16.49,8,0,0,0.0
CL02775,57,7765,10,16.19,2,0,0,0.0
CL02776,52,3474,13,11.17,9,4,0,0.0
CL02777,49,7787,3,17.07,6,2,1,3258.69
CL02778,59,9792,7,13.74,1,2,0,0.0
CL02779,51,5599,8,14.69,9,0,1,1346.05
CL02780,60,7274,1,22.66,8,3,0,0.0
CL02781,42,5313,10,15.78,1,0,1,2901.0
CL02782,27,3218,19,9.71,8,4,1,2556.97
CL02783,38,2152,6,17.44,7,3,1,1065.83
CL02784,63,1056,3,19.22,5,0,0,0.0
CL02785,56,1143,13,19.87,6,2,1,1739.23
CL02786,44,8218,0,18.55,4,4,0,0.0
CL02787,44,9559,11,19.94,9,0,0,0.0
CL02788,19,7361,18,9.3,9,0,1,1193.87
CL02789,58,1615,4,13.38,1,1,0,0.0
CL02790,30,9062,7,20.06,9,3,1,2400.54
CL02791,26,6977,10,22.63,3,1,0,0.0
CL02792,53,7984,3,13.02,2,2,1,2635.86
CL02793,39,9890,14,10.96,4,3,1,1244.83
CL02794,59,5971,19,21.48,4,4,0,0.0
CL02795,43,6781,11,6.67,9,3,0,0.0
CL02796,29,1944,19,0.28,4,0,0,0.0
CL02797,34,8078,9,14.13,5,0,1,2316.89
CL02798,31,2746,15,5.2,6,0,0,0.0
CL02799,31,6783,7,11.35,4,3,1,1696.36
CL02800,51,7907,19,8.74,1,0,1,1501.37
CL02801,37,9625,7,23.32,2,0,1,3390.9
CL02802,28,3926,5,9.94,3,1,1,1830.79
CL02803,33,2089,2,19.22,4,0,0,0.0
CL02804,48,3957,7,20.22,5,1,1,1758.65
CL02805,23,3612,9,13.69,3,2,0,0.0
CL02806,36,7047,4,2.43,1,3,0,0.0
CL02807,54,7249,10,21.01,8,1,0,0.0
CL02808,21,4759,3,2.26,8,3,0,0.0
CL02809,64,8718,16,2.98,4,3,0,0.0
CL02810,21,5263,2,5.88,7,4,1,2398.95
CL02811,37,2902,17,8.41,4,1,0,0.0
CL02812,27,3567,7,25.39,3,0,0,0.0
CL02813,41,9075,11,20.25,7,4,0,0.0
CL02814,52,3994,15,11.62,6,1,0,0.0
CL02815,43,6229,13,29.36,1,1,1,990.81
CL02816,54,3010,15,7.31,9,2,0,0.0
CL02817,55,8377,3,18.29,2,0,0,0.0
CL02818,38,1830,0,25.42,3,2,0,0.0
CL02819,57,1048,0,24.06,5,3,1,2076.39
CL02820,56,5210,14,2.71,3,0,0,0.0
CL02821,38,2178,19,20.92,3,2,0,0.0
CL02822,27,6768,19,7.74,8,2,1,2568.67
CL02823,55,8878,2,10.67,4,0,0,0.0
CL02824,63,1070,13,14.67,2,1,0,0.0
CL02825,21,8686,8,23.72,5,3,1,2413.96
CL02826,62,8879,18,4.99,2,4,0,0.0
CL02827,37,6455,7,3.26,8,4,1,1018.46
CL02828,34,9258,1,4.6,3,4,0,0.0
CL02829,24,6612,3,6.55,2,3,0,0.0
CL02830,21,6769,0,1.79,3,0,0,0.0
